Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fuscus	0.341333333	0.512	1828.125	2554.6875	8062	0
2	Spectrogram 1	1	Leptodactylus_fuscus	0.906666667	1.098666667	1804.6875	2554.6875	8063	0
3	Spectrogram 1	1	Leptodactylus_fuscus	1.557333333	1.738666667	1804.6875	2578.125	8065	0
4	Spectrogram 1	1	Leptodactylus_fuscus	2.282666667	2.474666667	1781.25	2484.375	8066	0
5	Spectrogram 1	1	Leptodactylus_fuscus	2.698666667	2.826666667	2062.5	2648.4375	8067	0
6	Spectrogram 1	1	Leptodactylus_fuscus	3.104	3.338666667	1757.8125	2554.6875	8068	0
7	Spectrogram 1	1	Leptodactylus_fuscus	3.829333333	4.010666667	1757.8125	2601.5625	8070	0
8	Spectrogram 1	1	Leptodactylus_fuscus	5.461333333	5.653333333	1804.6875	2531.25	8072	0
9	Spectrogram 1	1	Leptodactylus_fuscus	6.421333333	6.602666667	1851.5625	2507.8125	8074	0
10	Spectrogram 1	1	Leptodactylus_fuscus	7.221333333	7.466666667	1664.0625	2578.125	8075	0
11	Spectrogram 1	1	Leptodactylus_fuscus	7.957333333	8.192	1757.8125	2625.0	8076	0
12	Spectrogram 1	1	Leptodactylus_fuscus	8.906666667	9.088	1734.375	2531.25	8080	0
13	Spectrogram 1	1	Leptodactylus_fuscus	12.36266667	12.512	1781.25	2484.375	8083	0
14	Spectrogram 1	1	Leptodactylus_fuscus	13.41866667	13.58933333	1781.25	2531.25	8085	0
15	Spectrogram 1	1	Leptodactylus_fuscus	14.18666667	14.336	1828.125	2484.375	8087	0
16	Spectrogram 1	1	Leptodactylus_fuscus	15.76533333	15.936	1757.8125	2507.8125	8089	0
17	Spectrogram 1	1	Leptodactylus_fuscus	16.45866667	16.61866667	1828.125	2507.8125	8091	0
18	Spectrogram 1	1	Leptodactylus_fuscus	17.29066667	17.472	1734.375	2531.25	8093	0
19	Spectrogram 1	1	Leptodactylus_fuscus	18.61333333	18.82666667	1734.375	2554.6875	8096	0
20	Spectrogram 1	1	Leptodactylus_fuscus	19.25333333	19.41333333	1828.125	2507.8125	8097	0
21	Spectrogram 1	1	Leptodactylus_fuscus	20.52266667	20.704	1781.25	2507.8125	8098	0
22	Spectrogram 1	1	Leptodactylus_fuscus	21.13066667	21.33333333	1640.625	2578.125	8100	0
23	Spectrogram 1	1	Leptodactylus_fuscus	21.89866667	22.08	1804.6875	2507.8125	8104	0
24	Spectrogram 1	1	Leptodactylus_fuscus	22.90133333	23.072	1757.8125	2484.375	8105	0
25	Spectrogram 1	1	Leptodactylus_fuscus	23.85066667	24.032	1781.25	2507.8125	8106	0
26	Spectrogram 1	1	Leptodactylus_fuscus	24.81066667	24.992	1804.6875	2507.8125	8108	0
27	Spectrogram 1	1	Leptodactylus_fuscus	25.728	25.888	1875.0	2507.8125	8109	0
28	Spectrogram 1	1	Leptodactylus_fuscus	26.48533333	26.66666667	1781.25	2554.6875	8110	0
29	Spectrogram 1	1	Leptodactylus_fuscus	27.776	27.968	1781.25	2554.6875	8111	0
30	Spectrogram 1	1	Leptodactylus_fuscus	28.37333333	28.62933333	1687.5	2578.125	8112	0
31	Spectrogram 1	1	Leptodactylus_fuscus	29.152	29.38666667	1781.25	2531.25	8114	0
32	Spectrogram 1	1	Leptodactylus_fuscus	29.92	30.12266667	1757.8125	2531.25	8115	0
33	Spectrogram 1	1	Leptodactylus_fuscus	30.70933333	30.88	1781.25	2531.25	8118	0
34	Spectrogram 1	1	Leptodactylus_fuscus	31.41333333	31.65866667	1875.0	2484.375	8121	1
35	Spectrogram 1	1	Leptodactylus_fuscus	32.512	32.69333333	1804.6875	2554.6875	8123	0
36	Spectrogram 1	1	Leptodactylus_fuscus	33.38666667	33.57866667	1640.625	2578.125	8125	0
37	Spectrogram 1	1	Leptodactylus_fuscus	34.35733333	34.53866667	1804.6875	2554.6875	8126	0
38	Spectrogram 1	1	Leptodactylus_fuscus	35.06133333	35.2	1921.875	2460.9375	8127	0
39	Spectrogram 1	1	Leptodactylus_fuscus	35.904	36.10666667	1804.6875	2507.8125	8128	0
40	Spectrogram 1	1	Leptodactylus_fuscus	36.59733333	36.768	1898.4375	2484.375	8130	0
41	Spectrogram 1	1	Leptodactylus_fuscus	37.26933333	37.45066667	1781.25	2507.8125	8131	0
42	Spectrogram 1	1	Leptodactylus_fuscus	37.97333333	38.15466667	1710.9375	2554.6875	8132	0
43	Spectrogram 1	1	Leptodactylus_fuscus	38.92266667	39.136	1710.9375	2507.8125	8133	0
44	Spectrogram 1	1	Leptodactylus_fuscus	39.776	39.94666667	1804.6875	2507.8125	8134	0
45	Spectrogram 1	1	Leptodactylus_fuscus	40.864	41.024	1851.5625	2507.8125	8135	0
46	Spectrogram 1	1	Leptodactylus_fuscus	41.792	41.952	1804.6875	2460.9375	8136	0
47	Spectrogram 1	1	Leptodactylus_fuscus	42.70933333	42.88	1804.6875	2507.8125	8138	0
48	Spectrogram 1	1	Leptodactylus_fuscus	43.31733333	43.50933333	1781.25	2531.25	8139	0
49	Spectrogram 1	1	Leptodactylus_fuscus	45.36533333	45.54666667	1734.375	2531.25	8140	0
50	Spectrogram 1	1	Leptodactylus_fuscus	46.00533333	46.19733333	1710.9375	2531.25	8142	0
51	Spectrogram 1	1	Leptodactylus_fuscus	46.77333333	46.96533333	1757.8125	2507.8125	8143	0
52	Spectrogram 1	1	Leptodactylus_fuscus	47.424	47.57333333	1851.5625	2507.8125	8144	0
53	Spectrogram 1	1	Leptodactylus_fuscus	48.08533333	48.256	1851.5625	2507.8125	8145	0
54	Spectrogram 1	1	Leptodactylus_fuscus	48.69333333	48.88533333	1757.8125	2531.25	8147	0
55	Spectrogram 1	1	Leptodactylus_fuscus	49.376	49.54666667	1781.25	2484.375	8149	0
56	Spectrogram 1	1	Leptodactylus_fuscus	50.4	50.57066667	1828.125	2484.375	8151	0
