Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	33.2	35.19900000000003	33.2	2500	33	0
2	Spectrogram 1	1	Boana_platanera	22.4	24.398999999999994	22.4	2500	30	0
3	Spectrogram 1	1	Boana_platanera	27.2	29.199000000000023	27.2	2500	31	0
4	Spectrogram 1	1	Boana_platanera	30.4	32.799	30.4	2500	32	0
5	Spectrogram 1	1	Boana_platanera	55.2	57.19900000000003	55.2	2500	41	0
6	Spectrogram 1	1	Boana_platanera	39.6	41.999	39.6	2500	37	0
7	Spectrogram 1	1	Boana_platanera	46.4	48.398999999999994	46.4	2500	39	0
8	Spectrogram 1	1	Boana_platanera	45.6	47.599	45.6	2500	38	0
9	Spectrogram 1	1	Boana_platanera	34.8	36.79899999999999	34.8	2500	34	0
10	Spectrogram 1	1	Boana_platanera	16.8	18.798999999999996	16.8	2500	29	0
11	Spectrogram 1	1	Boana_platanera	54.4	56.398999999999994	54.4	2500	40	0
12	Spectrogram 1	1	Boana_platanera	15.2	17.199000000000023	15.2	2500	28	0
13	Spectrogram 1	1	Boana_platanera	36.0	37.998999999999995	36.0	2500	35	0
14	Spectrogram 1	1	Boana_platanera	8.4	10.799000000000001	8.4	2500	26	0
15	Spectrogram 1	1	Boana_platanera	38.0	39.998999999999995	38.0	2500	36	1
16	Spectrogram 1	1	Boana_platanera	11.6	13.598999999999995	11.6	2500	27	0
