Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Patagioenas_cayennensis	4.0	5.999000000000024	4.0	1000	1328	0
2	Spectrogram 1	1	Patagioenas_cayennensis	46.8	48.79900000000002	46.8	1000	1339	0
3	Spectrogram 1	1	Patagioenas_cayennensis	41.6	45.999000000000116	41.6	1000	1338	1
4	Spectrogram 1	1	Patagioenas_cayennensis	38.4	40.798999999999886	38.4	1000	1337	0
5	Spectrogram 1	1	Patagioenas_cayennensis	36.8	38.79900000000002	36.8	1000	1336	0
6	Spectrogram 1	1	Patagioenas_cayennensis	32.4	34.398999999999795	32.4	1000	1335	0
7	Spectrogram 1	1	Patagioenas_cayennensis	30.8	32.79900000000002	30.8	1000	1334	0
8	Spectrogram 1	1	Patagioenas_cayennensis	18.0	19.999000000000024	18.0	1000	1333	0
9	Spectrogram 1	1	Patagioenas_cayennensis	17.2	19.199000000000023	17.2	1000	1332	0
10	Spectrogram 1	1	Patagioenas_cayennensis	8.8	13.598999999999979	8.8	1000	1331	0
11	Spectrogram 1	1	Patagioenas_cayennensis	6.4	9.198999999999979	6.4	1000	1330	0
12	Spectrogram 1	1	Patagioenas_cayennensis	5.6	7.599000000000023	5.6	1000	1329	0
13	Spectrogram 1	1	Patagioenas_cayennensis	47.6	49.599000000000025	47.6	1000	1340	0
