Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	42.8	47.59900000000009	42.8	2500	249	0
2	Spectrogram 1	1	Boana_platanera	0.0	2.399000000000001	0.0	2500	235	0
3	Spectrogram 1	1	Boana_platanera	1.2	5.998999999999978	1.2	2500	236	0
4	Spectrogram 1	1	Boana_platanera	48.4	50.39900000000002	48.4	2500	250	0
5	Spectrogram 1	1	Boana_platanera	22.4	24.399000000000022	22.4	2500	243	0
6	Spectrogram 1	1	Boana_platanera	4.8	6.7990000000000235	4.8	2500	237	0
7	Spectrogram 1	1	Boana_platanera	54.8	56.79900000000002	54.8	2500	251	0
8	Spectrogram 1	1	Boana_platanera	55.6	57.599000000000025	55.6	2500	252	0
9	Spectrogram 1	1	Boana_platanera	5.6	9.999	5.6	2500	238	0
10	Spectrogram 1	1	Boana_platanera	58.0	59.999000000000024	58.0	2500	253	0
11	Spectrogram 1	1	Boana_platanera	17.6	19.599000000000025	17.6	2500	240	0
12	Spectrogram 1	1	Boana_platanera	18.8	20.799000000000024	18.8	2500	241	0
13	Spectrogram 1	1	Boana_platanera	21.2	23.599	21.2	2500	242	0
14	Spectrogram 1	1	Boana_platanera	42.0	43.999000000000024	42.0	2500	248	0
15	Spectrogram 1	1	Boana_platanera	39.6	42.79899999999996	39.6	2500	247	0
16	Spectrogram 1	1	Boana_platanera	35.2	38.798999999999936	35.2	2500	246	0
17	Spectrogram 1	1	Boana_platanera	32.8	36.39900000000004	32.8	2500	245	0
18	Spectrogram 1	1	Boana_platanera	12.0	15.999000000000024	12.0	2500	239	0
19	Spectrogram 1	1	Boana_platanera	30.8	32.79900000000002	30.8	2500	244	0
