Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fragilis	20.4	22.399000000000022	20.4	3500	622	0
2	Spectrogram 1	1	Leptodactylus_fragilis	37.6	41.19899999999999	37.6	3500	623	0
3	Spectrogram 1	1	Leptodactylus_fragilis	58.0	59.999000000000024	58.0	3500	624	0
4	Spectrogram 1	1	Leptodactylus_fuscus	25.2	27.199000000000023	25.2	3000	1036	0
5	Spectrogram 1	1	Leptodactylus_fragilis	12.0	14.399000000000001	12.0	3500	620	0
6	Spectrogram 1	1	Leptodactylus_fuscus	30.8	33.999000000000066	30.8	3000	1038	0
7	Spectrogram 1	1	Leptodactylus_fragilis	7.2	9.199000000000023	7.2	3500	619	0
8	Spectrogram 1	1	Leptodactylus_fuscus	34.0	36.79899999999998	34.0	3000	1039	0
9	Spectrogram 1	1	Leptodactylus_fuscus	35.6	42.79900000000007	35.6	3000	1040	0
10	Spectrogram 1	1	Leptodactylus_fuscus	41.6	43.599000000000025	41.6	3000	1041	0
11	Spectrogram 1	1	Leptodactylus_fuscus	50.0	51.999000000000024	50.0	3000	1042	0
12	Spectrogram 1	1	Leptodactylus_fuscus	28.0	30.398999999999887	28.0	3000	1037	0
13	Spectrogram 1	1	Leptodactylus_fragilis	6.4	8.398999999999996	6.4	3500	618	0
14	Spectrogram 1	1	Leptodactylus_fragilis	4.8	6.798999999999995	4.8	3500	617	0
15	Spectrogram 1	1	Leptodactylus_fragilis	14.4	16.398999999999994	14.4	3500	621	0
16	Spectrogram 1	1	Leptodactylus_fragilis	4.0	5.998999999999995	4.0	3500	616	0
17	Spectrogram 1	1	Leptodactylus_fragilis	2.8	5.199000000000001	2.8	3500	615	0
18	Spectrogram 1	1	Leptodactylus_fragilis	0.0	3.5989999999999895	0.0	3500	614	0
