Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Leptodactylus_fragilis	34.8	37.19900000000011	34.8	3500	816	0
2	Spectrogram 1	1	Leptodactylus_fragilis	36.0	37.999000000000024	36.0	3500	817	0
3	Spectrogram 1	1	Leptodactylus_fragilis	36.8	38.79900000000002	36.8	3500	818	0
4	Spectrogram 1	1	Leptodactylus_fragilis	37.6	39.599000000000025	37.6	3500	819	0
5	Spectrogram 1	1	Leptodactylus_fragilis	38.4	40.398999999999795	38.4	3500	820	0
6	Spectrogram 1	1	Leptodactylus_fragilis	39.6	41.999000000000116	39.6	3500	821	0
7	Spectrogram 1	1	Leptodactylus_fragilis	48.4	50.798999999999886	48.4	3500	823	0
8	Spectrogram 1	1	Leptodactylus_fragilis	49.6	51.599000000000025	49.6	3500	824	0
9	Spectrogram 1	1	Leptodactylus_fragilis	33.6	35.599000000000025	33.6	3500	815	0
10	Spectrogram 1	1	Leptodactylus_fragilis	52.0	53.999000000000024	52.0	3500	826	0
11	Spectrogram 1	1	Leptodactylus_fragilis	52.8	55.598999999999975	52.8	3500	827	0
12	Spectrogram 1	1	Leptodactylus_fragilis	54.4	56.398999999999795	54.4	3500	828	0
13	Spectrogram 1	1	Leptodactylus_fragilis	55.2	57.99899999999998	55.2	3500	829	0
14	Spectrogram 1	1	Leptodactylus_fragilis	56.8	58.79900000000002	56.8	3500	830	0
15	Spectrogram 1	1	Leptodactylus_fragilis	43.2	45.99899999999998	43.2	3500	822	0
16	Spectrogram 1	1	Leptodactylus_fragilis	51.2	53.19900000000003	51.2	3500	825	0
17	Spectrogram 1	1	Leptodactylus_fragilis	30.8	34.39899999999993	30.8	3500	814	0
18	Spectrogram 1	1	Leptodactylus_fragilis	20.8	23.199000000000115	20.8	3500	812	0
19	Spectrogram 1	1	Leptodactylus_fuscus	32.0	33.999000000000024	32.0	3000	933	0
20	Spectrogram 1	1	Leptodactylus_fuscus	29.2	31.199000000000023	29.2	3000	932	0
21	Spectrogram 1	1	Leptodactylus_fuscus	28.0	29.999000000000024	28.0	3000	931	0
22	Spectrogram 1	1	Leptodactylus_fragilis	22.0	23.999000000000024	22.0	3500	813	0
23	Spectrogram 1	1	Leptodactylus_fragilis	2.0	3.9990000000000236	2.0	3500	808	0
24	Spectrogram 1	1	Leptodactylus_fragilis	10.8	12.799000000000024	10.8	3500	811	0
25	Spectrogram 1	1	Leptodactylus_fragilis	6.8	8.799000000000024	6.8	3500	810	0
26	Spectrogram 1	1	Leptodactylus_fragilis	4.4	6.398999999999797	4.4	3500	809	0
