Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	0.0	1.9990000000000236	0.0	2500	173	0
2	Spectrogram 1	1	Boana_platanera	36.8	38.79900000000002	36.8	2500	191	0
3	Spectrogram 1	1	Boana_platanera	4.0	5.999000000000024	4.0	2500	176	0
4	Spectrogram 1	1	Boana_platanera	40.8	42.79900000000002	40.8	2500	193	0
5	Spectrogram 1	1	Boana_platanera	41.6	45.198999999999934	41.6	2500	194	0
6	Spectrogram 1	1	Boana_platanera	44.0	45.999000000000024	44.0	2500	195	0
7	Spectrogram 1	1	Boana_platanera	44.8	49.199	44.8	2500	196	0
8	Spectrogram 1	1	Boana_platanera	48.0	50.79899999999998	48.0	2500	197	0
9	Spectrogram 1	1	Boana_platanera	49.6	51.999	49.6	2500	198	0
10	Spectrogram 1	1	Boana_platanera	51.6	53.599000000000025	51.6	2500	199	0
11	Spectrogram 1	1	Boana_platanera	52.4	54.39900000000002	52.4	2500	200	0
12	Spectrogram 1	1	Boana_platanera	54.0	56.399	54.0	2500	201	0
13	Spectrogram 1	1	Boana_platanera	56.0	59.999000000000024	56.0	2500	202	0
14	Spectrogram 1	1	Boana_platanera	36.0	37.999000000000024	36.0	2500	190	0
15	Spectrogram 1	1	Boana_platanera	34.4	37.19899999999998	34.4	2500	189	0
16	Spectrogram 1	1	Boana_platanera	3.2	5.19899999999991	3.2	2500	175	0
17	Spectrogram 1	1	Boana_platanera	32.4	34.39900000000002	32.4	2500	188	0
18	Spectrogram 1	1	Boana_platanera	27.2	29.998999999999977	27.2	2500	186	0
19	Spectrogram 1	1	Boana_platanera	25.2	27.998999999999977	25.2	2500	185	0
20	Spectrogram 1	1	Boana_platanera	23.6	26.39899999999998	23.6	2500	184	0
21	Spectrogram 1	1	Boana_platanera	37.6	41.599000000000025	37.6	2500	192	0
22	Spectrogram 1	1	Boana_platanera	22.8	24.799000000000024	22.8	2500	183	0
23	Spectrogram 1	1	Boana_platanera	20.4	22.799	20.4	2500	182	0
24	Spectrogram 1	1	Boana_platanera	16.0	19.599000000000046	16.0	2500	181	0
25	Spectrogram 1	1	Boana_platanera	13.6	16.39899999999998	13.6	2500	180	0
26	Spectrogram 1	1	Boana_platanera	10.4	12.799000000000001	10.4	2500	179	0
27	Spectrogram 1	1	Boana_platanera	9.2	11.599	9.2	2500	178	0
28	Spectrogram 1	1	Boana_platanera	6.4	10.399000000000024	6.4	2500	177	0
29	Spectrogram 1	1	Boana_platanera	29.2	31.599	29.2	2500	187	0
30	Spectrogram 1	1	Boana_platanera	0.8	4.399000000000046	0.8	2500	174	0
