Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
1	Spectrogram 1	1	Boana_platanera	11.6	13.599000000000023	11.6	2500	158	0
2	Spectrogram 1	1	Boana_platanera	0.4	3.599000000000069	0.4	2500	154	0
3	Spectrogram 1	1	Boana_platanera	4.0	5.999000000000024	4.0	2500	155	0
4	Spectrogram 1	1	Boana_platanera	51.2	59.99899999999998	51.2	2500	172	0
5	Spectrogram 1	1	Boana_platanera	46.8	51.999000000000066	46.8	2500	171	0
6	Spectrogram 1	1	Boana_platanera	44.4	47.999000000000045	44.4	2500	170	0
7	Spectrogram 1	1	Boana_platanera	7.2	10.398999999999955	7.2	2500	157	0
8	Spectrogram 1	1	Boana_platanera	43.6	45.599000000000025	43.6	2500	169	0
9	Spectrogram 1	1	Boana_platanera	41.2	43.599000000000004	41.2	2500	167	0
10	Spectrogram 1	1	Boana_platanera	38.4	40.39900000000002	38.4	2500	165	0
11	Spectrogram 1	1	Boana_platanera	35.6	37.599000000000025	35.6	2500	164	0
12	Spectrogram 1	1	Boana_platanera	32.4	35.59900000000007	32.4	2500	163	0
13	Spectrogram 1	1	Boana_platanera	30.8	33.59900000000009	30.8	2500	162	0
14	Spectrogram 1	1	Boana_platanera	28.0	29.999000000000024	28.0	2500	161	0
15	Spectrogram 1	1	Boana_platanera	25.2	27.19899999999991	25.2	2500	160	0
16	Spectrogram 1	1	Boana_platanera	6.0	8.399000000000001	6.0	2500	156	0
17	Spectrogram 1	1	Boana_platanera	42.4	44.39900000000002	42.4	2500	168	0
18	Spectrogram 1	1	Boana_platanera	22.0	23.999000000000024	22.0	2500	159	0
19	Spectrogram 1	1	Boana_platanera	39.2	42.39899999999996	39.2	2500	166	0
